"","AIT_USBKB","AIT_BUSCD","AIT_AITCD","AIT_GRPNO","AIT_MEISJ","AIT_SEISJ","AIT_MEISK","AIT_SEISK","AIT_ADRS1","AIT_ADRS2","AIT_ADRS3","AIT_ADRS4","AIT_ADRS5","AIT_YUBIN","AIT_TELNO","AIT_KENCD","AIT_YOSIN","AIT_GYSCD","AIT_TANCD","AIT_TANCH","AIT_SIMKB","AIT_KSBKB","AIT_KSHKB","AIT_SEQKB","AIT_BOBKB","AIT_TORKB","AIT_SQHKB","AIT_ZHSKB","AIT_SEIBO","AIT_INDXJ","AIT_INDXK","AIT_TSYMD","AIT_TEYMD","AIT_TOROK","AIT_MENTE","AIT_SHACD","AIT_BUMON","AIT_TANHO","AIT_SAGRP","AIT_GYSC1","AIT_TESSY","AIT_TESUM","AIT_TESKB","AIT_TESKS","AIT_TESKH","AIT_TESSR","AIT_TESKJ","AIT_CHUKB","AIT_TNLNK","AIT_TNYMD","AIT_TNMNT","AIT_JJOKY","AIT_HJOKY","AIT_GKIBO","AIT_GSTDY","AIT_GONER","AIT_GFUHY","AIT_GSRAI","AIT_GCMNT","AIT_BIKOU","AIT_GMEIS","AIT_GSEIS","AIT_GMEIF","AIT_GSEIF","AIT_ADRG1","AIT_ADRG2","AIT_ADRG3","AIT_ADRG4","AIT_ADRG5","AIT_YUBNG","AIT_TELNG","AIT_FAXNO","AIT_KENCG","AIT_GYOSN","AIT_GYGCD","AIT_GYSMA","AIT_GYSUB","AIT_HINM1","AIT_HINM2","AIT_HINM3","AIT_HINM4","AIT_HINM5","AIT_SGYMD","AIT_SEYMD","AIT_SIHON","AIT_NINZU","AIT_JOUJO","AIT_KEIFG","AIT_KYKKB","AIT_HOSFG","AIT_HOSNM","AIT_TNPKB","AIT_TORKG","AIT_KEIRE","AIT_BIKOG","AIT_JIGSU","AIT_JIGNM","AIT_INDXG","AIT_INDFG","AIT_NAMED","AIT_YOMID","AIT_YAKUD","AIT_ADRD1","AIT_ADRD2","AIT_ADRD3","AIT_ADRD4","AIT_ADRD5","AIT_YUBND","AIT_TELND","AIT_KENC2","AIT_SENEN","AIT_GAKOD","AIT_SOTSU","AIT_DNYMD","AIT_BIKOD","AIT_GTORO","AIT_GMENT","AIT_GSHAC","AIT_DKENC","AIT_KGYCD","AIT_KEIYM","AIT_KEIBK","AIT_HOSYM","AIT_HOSNA","AIT_HOSBK","AIT_TNPSY","AIT_TNPYM","AIT_TNPBK","AIT_OBEUM","AIT_OBEYM","AIT_KESAN","AIT_TOKUM","AIT_TOKYM","AIT_TOKBK","AIT_YOSBK","AIT_GYGC1","AIT_GYGS1","AIT_GYGS2","AIT_URLAD","AIT_SINYO","AIT_COMNT","AIT_KBNK1","AIT_KBNK2","AIT_KBNK3","AIT_KBNK4","AIT_KBNK5","AIT_KYAK1","AIT_KYAK2","AIT_KYAK3","AIT_KYAK4","AIT_KYAK5","AIT_KIRE1","AIT_KIRE2","AIT_KIRE3","AIT_KIRE4","AIT_KIRE5","AIT_KURI1","AIT_KURI2","AIT_KURI3","AIT_KURI4","AIT_KURI5","AIT_KKAB1","AIT_KKAB2","AIT_KKAB3","AIT_KKAB4","AIT_KKAB5","AIT_NBUSCD","AIT_KAMEINO","AIT_TORKEINO","AIT_KEINO","AIT_SYOCD"
"36","U","0281","4037","      ","＊＊＊魚日出  株式会社＊＊＊","＊＊＊魚日出  株式会社＊＊＊","***ｳｵﾋﾃﾞ***","***ｳｵﾋﾃﾞ***","山梨県","甲府市","","相生２丁目３番地１６号","","4000858","055357648","19","300","00","05","00","99","10299","1000","0","0","01","4","3","1","＊＊＊魚日出  株式会社＊＊＊","***ｳｵﾋﾃﾞ***","1982-07-07 00:00:00","2002-07-26 00:00:00","1983-09-01 00:00:00","2017-11-01 13:22:28","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","魚日出  株式会社","魚日出  株式会社","ｳｵﾋﾃﾞ","ｳｵﾋﾃﾞ","山梨県","甲府市","","相生２丁目３番地１６号","","4000000","","","19","300","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","魚日出  株式会社","ｳｵﾋﾃﾞ","","","","","","","","","0000000","","00","","","","","","1983-09-01 00:00:00","1997-07-15 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","U","0281","4038","      ","玄海水産","玄海水産","ｹﾞﾝｶｲｽｲｻﾝ","ｹﾞﾝｶｲｽｲｻﾝ","東京都","品川区","","南品川５－２－１６","","1400013","0354610361","13","0","00","02","00","99","10199","1000","3","0","00","4","3","1","玄海水産","ｹﾞﾝｶｲｽｲｻﾝ","","2005-06-11 00:00:00","2004-08-31 11:50:54","2004-09-06 13:36:54","60485","      ","","","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","玄海水産","","ｹﾞﾝｶｲｽｲｻﾝ","","東京都","品川区","","南品川５－２－１６","","1400013","0354610361","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","","ｹﾞﾝｶｲｽｲｻﾝ","坂本 博","ｻｶﾓﾄ ﾋﾛｼ","代表","","","","","","0000000","","00","","","","","","1984-05-28 00:00:00","1998-02-18 00:00:00","11659","13","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","U","0281","4039","      ","有限会社　魚梅","有限会社　魚梅","ｳｵｳﾒ","YK ｳｵｳﾒ","東京都","世田谷区","","南烏山５－１１－７","","1570062","0333048767","13","0","00","02","00","99","10199","1000","0","0","00","4","3","1","有限会社　魚梅","ｳｵｳﾒ","2006-02-07 00:00:00","2008-06-23 00:00:00","2004-08-31 11:55:17","2004-09-06 13:40:42","60485","      ","","","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","有限会社 魚梅","","YK.ｳｵｳﾒ","","東京都","世田谷区","","南烏山５－１１－７","","1570062","0333048767","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","","ｳｵｳﾒ","倉田 清","ｸﾗﾀ ｷﾖｼ","代表","","","","","","0000000","","00","","","","","","1984-05-28 00:00:00","1992-08-27 00:00:00","11659","13","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","U","0281","4040","      ","魚  吾","魚  吾  （小川吾郎）","ｳｵｺﾞ","ｳｵｺﾞ","東京都","大田区","","池上４ー２７ー７","","1460082","","13","0","00","02","00","00","3NEXT","1000","0","1","00","4","3","1","魚  吾","ｳｵｺﾞ","1982-07-08 00:00:00","1982-12-29 00:00:00","1984-05-28 00:00:00","1992-08-27 00:00:00","11659","      ","","","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","魚  吾  （小川吾郎）","魚  吾  （小川吾郎）","ｳｵｺﾞ","ｳｵｺﾞ","東京都","大田区","","池上４ー２７ー７","","1460000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","魚  吾  （小川吾郎）","ｳｵｺﾞ","","","","","","","","","0000000","","00","","","","","","1984-05-28 00:00:00","1992-08-27 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","U","0281","4041","      ","天麩羅　竹","天麩羅　竹","ﾃﾝﾌﾟﾗ ﾀｹ","ﾃﾝﾌﾟﾗ ﾀｹ","埼玉県","戸田市","","新曽５番　細野ビル１階","","3350021","048-444-0631","11","0","00","02","  ","93","20007","1000","5","0","00","4","1","1","天麩羅　竹","ﾃﾝﾌﾟﾗ ﾀｹ","2007-07-09 00:00:00","2007-09-04 00:00:00","2007-07-09 13:33:23","2007-07-09 13:39:19","20116","      ","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","","","","","","","","","","       ","","","  ","0","00","","","","","","","","","","0","0",""," "," "," ",""," ","  ","","","0","","","","","","","","","","","","       ","","  ","","","","","","1899-12-30 00:00:00","1899-12-30 00:00:00","     ","  ","      ","","","","","","","",""," ","","0"," ","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","U","0281","4042","020353","株式会社  丸イ浦井","株式会社  丸イ浦井","ﾏﾙｲ ｳﾗｲ","ﾏﾙｲ ｳﾗｲ","東京都","中央区","","築地５ー２ー１中央卸売市場内","","1040045","5421718","13","1","00","02","00","93","20030","1000","1","0","98","4","3","1","株式会社  丸イ浦井","ﾏﾙｲｳﾗｲ","1982-07-08 00:00:00","1996-09-30 00:00:00","1984-05-28 00:00:00","1993-09-02 00:00:00","11659","020353","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","**株式会社  丸イ浦井**","**株式会社  丸イ浦井**","**KK ﾏﾙｲｳﾗｲ****","**KK ﾏﾙｲｳﾗｲ****","東京都","中央区","","築地５ー２ー１","","1040045","","","13","1","00","","","","","","","","","1970-05-01 00:00:00","10","0","","0","0","0","","0","98","000000","","0","","**株式会社  丸イ浦井**","**ﾏﾙｲｳﾗｲ****","浦井 克昇","ｳﾗｲ","社長","東京都","","","","","0000000","","00","","","","","平成１６年１２月社長死亡。","1997-10-01 00:00:00","2017-09-06 10:19:10","30660","13","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","平成１７年4/5に自主廃業通知。","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","U","0281","4043","      ","（株）ＩＭＰ　第２事業部","株式会社ＩＭＰ","IMP ﾀﾞｲﾆ2ｼﾞｷﾞｮｳﾌﾞ","KK.IMP","東京都","江戸川区","","北葛西２－１９－１","","1340081","080-5380-8403","13","0","00","08","00","00","3CASH","1000","0","0","00","4","1","3","（株）ＩＭＰ　第２事業部","IMP ﾀﾞｲﾆ2ｼﾞｷﾞｮｳﾌﾞ","2007-10-25 00:00:00","2011-07-22 00:00:00","2007-10-23 14:05:56","2013-03-18 15:54:10","20116","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","代表者　野中　徹
","現金売上","現金売上","ｹﾞﾝｷﾝ ｳﾘｱｹﾞ","ｹﾞﾝｷﾝｳﾘｱｹﾞ","東京都","","","","","0000000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","現金売上","ｹﾞﾝｷﾝｳﾘｱｹﾞ","","","","","","","","","0000000","","00","","","","","","2001-09-13 00:00:00","2001-09-13 00:00:00","10010","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","U","0281","4044","      ","＊＊＊浦田鮮魚店＊＊＊","＊＊＊浦田鮮魚店＊＊＊","***ｳﾗﾀ ｾﾝｷﾞﾖﾃﾝ***","***ｳﾗﾀ ｾﾝｷﾞﾖﾃﾝ***","東京都","江東区","","東雲町東雲ショッピングセンター内","","1350062","5318005","13","0","00","05","00","00","38888","1000","3","0","01","4","3","1","＊＊＊浦田鮮魚店＊＊＊","***ｳﾗﾀｾﾝｷﾞﾖﾃﾝ***","1982-07-06 00:00:00","2003-08-08 00:00:00","1984-05-28 00:00:00","2017-11-01 13:09:56","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","浦田鮮魚店","浦田鮮魚店","ｳﾗﾀ ｾﾝｷﾞﾖﾃﾝ","ｳﾗﾀ ｾﾝｷﾞﾖﾃﾝ","東京都","江東区","","東雲町東雲ショッピングセンター内","","1350000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","浦田鮮魚店","ｳﾗﾀｾﾝｷﾞﾖﾃﾝ","","","","","","","","","0000000","","00","","","","","","1984-05-28 00:00:00","1998-02-18 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","U","0281","4045","033458","綱八　新宿小田急デリカ店","株式会社綱八","ﾂﾅﾊﾁ ｼﾝｼﾞｭｸｵﾀﾞｷｭｳﾃﾞﾘｶﾃﾝ","ｶ)ﾂﾅﾊﾁ","東京都","新宿区","","西新宿１－１－３","","1608001","","13","0","00","02","00","99","10199","2000","0","0","00","4","3","1","綱八　新宿小田急デリカ店","ﾂﾅﾊﾁｼﾝｼﾞｭｸｵﾀﾞｷｭｳﾃﾞﾘｶ","","","2003-06-19 16:39:41","2013-07-11 13:17:57","21334","      ","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:54","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"45","U","0281","4046","033458","綱八　吉祥寺デリカ店","株式会社綱八","ﾂﾅﾊﾁ ｷﾁｼﾞｮｳｼﾞﾃﾞﾘｶﾃﾝ","ｶ)ﾂﾅﾊﾁ","東京都","武蔵野市","","吉祥寺南町１－１－２４","","1800003","0422285301","13","0","21","08","00","99","10199","2000","0","0","00","4","3","1","綱八　吉祥寺デリカ店","ﾂﾅﾊﾁｷﾁｼﾞﾖｳｼﾞﾃﾞﾘｶﾃﾝ","2005-10-08 00:00:00","2016-10-22 00:00:00","2003-06-19 16:42:09","2018-11-21 10:26:28","60559","      ","  ","      ","05","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:52","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"46","U","0281","4047","033458","綱八　横浜シアルデリカ店","株式会社綱八","ﾂﾅﾊﾁ ﾖｺﾊﾏｼｱﾙﾃﾞﾘｶﾃﾝ","ｶ)ﾂﾅﾊﾁ","神奈川県","横浜市西区","","南幸１－１－１","","2200005","0452900716","14","0","00","08","00","99","10199","2000","0","0","00","4","3","1","綱八　横浜シアルデリカ店","ﾂﾅﾊﾁﾖｺﾊﾏｼｱﾙﾃﾞﾘｶﾃﾝ","","","2003-06-19 16:44:18","2017-03-28 13:22:31","10000","      ","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:54","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"47","U","0281","4048","033458","綱八　高島屋デリカ店","株式会社綱八","ﾂﾅﾊﾁ ﾀｶｼﾏﾔﾃﾞﾘｶﾃﾝ","ｶ)ﾂﾅﾊﾁ","東京都","渋谷区","","千駄ヶ谷５－２４－２","","1510051","0353611339","13","0","00","08","00","99","10199","2000","0","0","00","4","3","1","綱八　高島屋デリカ店","ﾂﾅﾊﾁﾀｶｼﾏﾔﾃﾞﾘｶﾃﾝ","2005-10-08 00:00:00","2016-03-19 00:00:00","2003-06-19 16:45:36","2017-03-28 13:22:31","10000","      ","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:52","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"48","U","0281","4049","033458","綱八　新静岡店","株式会社綱八","ﾂﾅﾊﾁ ｼﾝｼｽﾞｵｶﾃﾝ","ｶ)ﾂﾅﾊﾁ","静岡県","静岡市","","鷹匠１－１－１新静岡センターＢ１","","4208508","0546521512","22","0","00","03","00","99","10199","2000","0","0","00","4","3","1","綱八　新静岡店","ﾂﾅﾊﾁｼﾝｼｽﾞｵｶﾃﾝ","","","2003-06-19 16:47:55","2013-07-11 13:16:51","21334","      ","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:53","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"49","U","0281","4050","033458","綱八　凛マイシティ店","株式会社綱八","ﾂﾅﾊﾁ ﾘﾝﾏｲｼﾃｨﾃﾝ","ｶ)ﾂﾅﾊﾁ","東京都","新宿区","","新宿３－３８－１","","1600022","0353797690","13","0","00","08","00","99","10199","2000","0","0","00","4","3","1","綱八　凛マイシティ店","ﾂﾅﾊﾁﾘﾝﾏｲｼﾃｲﾃﾝ","2006-04-07 00:00:00","2014-01-25 00:00:00","2003-06-19 16:49:31","2017-03-28 13:22:31","10000","      ","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:54","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"50","U","0281","4051","      ","魚  勝","魚  勝","ｳｵｶﾂ","ｳｵｶﾂ","東京都","江東区","","北砂４ー６ー１８","","1360073","","13","0","00","02","00","00","38888","2000","0","1","00","4","3","1","魚  勝","ｳｵｶﾂ","1986-07-29 00:00:00","1986-07-29 00:00:00","1984-05-29 00:00:00","1992-08-27 00:00:00","11659","      ","","","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","魚  勝","魚  勝","ｳｵｶﾂ","ｳｵｶﾂ","東京都","江東区","","北砂４ー６ー１８","","1360000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","魚  勝","ｳｵｶﾂ","","","","","","","","","0000000","","00","","","","","","1984-05-29 00:00:00","1992-08-27 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","U","0281","4052","023291","株式会社　カネヒロ","株式会社　カネヒロ","ｶﾈﾋﾛ","KK ｶﾈﾋﾛ","神奈川県","横浜市神奈川区","","栄町１１－８栄町第二ビル","","2210052","0454516701","14","100","00","02","00","99","10199","2000","5","0","00","4","3","1","株式会社　カネヒロ","ｶﾈﾋﾛ","","2005-08-19 00:00:00","2003-07-08 12:06:34","2004-01-22 00:00:00","60485","023291","  ","      ","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱カネヒロ","株式会社カネヒロ","ｶ)ｶﾈﾋﾛ","ｶ)ｶﾈﾋﾛ","神奈川県","横浜市神奈川区","","千若町2-1-48-2F","","2210036","0454516701","0454516669","14","2105","00","","","","","","","","","","20","1","","0","0","0","","0","00","","","0","","カネヒロ","ｶﾈﾋﾛ","下地 淳恵","ｼﾓｼﾞ ｱﾂﾖｼ","社長","神奈川県","横浜市西区","","浅間台１０９－２３","","2200071","","  ","","","","","","2000-01-17 00:00:00","2019-07-10 17:27:31","30660","14","      ","","","","","","","","","1","2019-02-01 00:00:00","0","0","","東日本","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"52","U","0281","4053","021353","つな八　西新井店","株式会社　つな八","ﾂﾅ ﾊﾁ(ﾆｼｱﾗｲﾃﾝ)","KK.ﾂﾅﾊﾁ(ﾆｼｱﾗｲﾃﾝ)","東京都","足立区","","西新井栄町1-20-1　アリオ西新井店３Ｆ","","1230843","03-3849-2784","13","0","00","08","00","99","10210","2000","0","0","00","4","3","1","つな八西新井店","ﾂﾅﾊﾁﾆｼｱﾗｲﾃﾝ","2007-11-05 00:00:00","2013-09-03 00:00:00","2007-11-05 13:07:16","2017-04-01 09:28:44","10000","021353","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱つな八","株式会社つな八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","杉並区荻窪","","４－２８－１２　ピースビル荻窪２Ｆ","","1670051","03-5347-2791","","13","300","00","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","000000","","0","","つな八","ﾂﾅﾊﾁ","志村　崇","ｼﾑﾗ ﾀｶｼ","社長","東京都","中野区","","本町６－１６－１２","","1640012","","00","","","","","","2000-12-01 00:00:00","2017-08-08 09:58:46","30660","13","000000","","","","","","","","","0","","5","0","","","","00","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"53","U","0281","4054","990804","㈱ショクリュー小倉営業所","（株）ショクリュー小倉営業所","ｼｮｸﾘｭｰ (ｺｸﾗ)","ｼｮｸﾘｭｰ (ｺｸﾗ)","福岡県","北九州市","","小倉北西港町９４－１６","","8030801","0935610531","40","99999","00","02","00","99","10199","2000","5","0","00","4","3","1","ショクリュー小倉営業所","ｼｮｸﾘｭｰｺｸﾗｴｲｷﾞｮｳｼ","2009-12-16 00:00:00","2009-12-16 00:00:00","2003-09-20 14:20:23","2008-04-01 00:00:00","11230","021479","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱ショクリュー","株式会社ショクリュー","ｶ)ｼｮｸﾘｭｰ","ｶ)ｼｮｸﾘｭｰ","大阪府","大阪市中央区","","日本橋1-22-25","","5420073","06-6647-6270","06-6647-6280","27","101","99","","","","","","","","","1949-06-18 00:00:00","5211","968","","0","0","0","","0","00","000000","","0","","ショクリュー小倉営業所","ｼｮｸﾘｭｰｺｸﾗｴｲｷﾞｮｳｼ","梅島　信也","ｳﾒｼﾞﾏ ｼﾝﾔ","代表取締役社長","","","","","","0000000","","00","","","","2017-06-01 00:00:00","","2003-09-20 00:00:00","2020-03-21 14:36:16","30445","  ","000000","","","","","","","","","0","","3","0","","","","20","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"54","U","0281","4055","      ","菜屋　品川店","有限会社　フード・コート","ｻｲﾔ ｼﾅｶﾞﾜﾃﾝ","YK ﾌｰﾄﾞ･ｺｰﾄ","東京都","新宿区","","高田馬場１－２９－７スカイパレス７０３号","","1690075","0352737285","13","0","00","02","00","99","10199","1000","5","0","00","4","3","1","","","2006-01-30 00:00:00","2006-01-30 00:00:00","2003-09-29 15:56:40","2003-10-02 10:20:50","60485","      ","","","00","  "," ","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","","","","","東京都","新宿区","","高田馬場","","1690075","0352737285","","13","0","00","","","","","","","","","","3","0",""," "," "," ",""," ","  ","","","0","","","","藤谷 幸雄","ﾌｼﾞﾔ ﾕｷｵ","","","","","","","       ","","  ","","","","","","1899-12-30 00:00:00","1899-12-30 00:00:00","     ","  ","      ","","","","","","","",""," ","","0"," ","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","U","0281","4056","033458","綱八  新宿高島屋店","株式会社綱八","ﾂﾅﾊﾁ ｼﾝｼﾞﾕｸﾀｶｼﾏﾔﾃﾝ","ｶ)ﾂﾅﾊﾁ","東京都","渋谷区","","千駄ヶ谷５－２４－２","","1510051","0353637331","13","0","21","08","00","99","10199","2000","0","0","00","4","3","1","綱八  新宿高島屋店","ﾂﾅﾊﾁｼﾝｼﾞﾕｸﾀｶｼﾏﾔﾃﾝ","2005-10-08 00:00:00","2018-11-20 00:00:00","2003-10-16 14:14:45","2018-11-21 10:26:43","60559","      ","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:52","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
